x-axis,1,2,3
second,Volt,Volt,Volt
-113.680997E-03,-18.043913E-03,+1.756083E-03,+40.795036E-03
-113.677897E-03,-18.043913E-03,+49.267743E-03,+21.361085E-03
-113.674797E-03,-19.987309E-03,+29.833786E-03,-16.433591E-03
-113.671697E-03,-22.795077E-03,-7.960881E-03,+7.322233E-03
-113.668597E-03,-18.043913E-03,+6.077956E-03,+7.322233E-03
-113.665497E-03,-19.987310E-03,-7.960875E-03,+7.322233E-03
-113.662397E-03,-22.795076E-03,+15.794940E-03,+7.322233E-03
-113.659297E-03,-18.043913E-03,+15.794940E-03,+17.039226E-03
-113.656197E-03,-18.043913E-03,+15.794940E-03,+21.361045E-03
-113.653097E-03,-18.043913E-03,+15.794940E-03,-16.433571E-03
-113.649997E-03,-18.043913E-03,+15.794940E-03,-2.394768E-03
-113.646897E-03,-18.043913E-03,+15.794940E-03,-16.433565E-03
-113.643797E-03,-14.157110E-03,+15.794940E-03,+17.039240E-03
-113.640697E-03,-8.541595E-03,+15.794940E-03,+31.078026E-03
-113.637597E-03,-16.100510E-03,+25.511953E-03,+17.039246E-03
-113.634497E-03,-13.292755E-03,+29.833712E-03,+21.361005E-03
-113.631397E-03,-16.100509E-03,-7.960844E-03,-16.433551E-03
-113.628297E-03,-13.292756E-03,+25.511961E-03,+17.039254E-03
-113.625197E-03,-18.043913E-03,+39.550719E-03,+31.078012E-03
-113.622097E-03,-14.157102E-03,+15.794940E-03,+7.322233E-03
-113.618997E-03,-4.654791E-03,+15.794940E-03,+7.322233E-03
-113.615897E-03,-6.598198E-03,+15.794940E-03,+17.039265E-03
-113.612797E-03,-7.462538E-03,+15.794940E-03,+31.078001E-03
-113.609697E-03,-1.847046E-03,+15.794940E-03,+17.039271E-03
-113.606597E-03,-7.462536E-03,+15.794940E-03,+21.360954E-03
-113.603497E-03,+96.361E-06,+15.794940E-03,-16.433526E-03
-113.600397E-03,-2.711382E-03,+15.794940E-03,-2.394813E-03
-113.597297E-03,+2.039770E-03,+6.077891E-03,-26.150569E-03
-113.594197E-03,+2.039770E-03,-17.677862E-03,+3.000587E-03
-113.591097E-03,+2.039770E-03,+1.756248E-03,+45.116673E-03
-113.587997E-03,+2.039770E-03,+39.550685E-03,-6.716454E-03
-113.584897E-03,+3.983182E-03,+6.077880E-03,+21.360914E-03
-113.581797E-03,+8.734331E-03,-17.677862E-03,-6.716442E-03
-113.578697E-03,+6.790917E-03,-7.960796E-03,+40.795036E-03
-113.575597E-03,+2.039770E-03,+25.512009E-03,+31.077967E-03
-113.572497E-03,+3.983184E-03,+39.550671E-03,+7.322233E-03
-113.569397E-03,+8.734331E-03,+6.077866E-03,+7.322233E-03
-113.566297E-03,+8.734331E-03,-7.960785E-03,+7.322233E-03
-113.563197E-03,+6.790914E-03,+15.794940E-03,+7.322233E-03
-113.560097E-03,+2.039770E-03,+6.077857E-03,+7.322233E-03
-113.556997E-03,+96.352E-06,-17.677862E-03,-2.394853E-03
-113.553897E-03,-2.711373E-03,+1.756316E-03,+3.000698E-03
-113.550797E-03,+3.983188E-03,+29.833559E-03,+54.833655E-03
-113.547697E-03,+6.790912E-03,+1.756327E-03,+26.756422E-03
-113.544597E-03,+96.350E-06,+39.550645E-03,+45.116546E-03
-113.541497E-03,-2.711371E-03,+25.512041E-03,-6.716369E-03
-113.538397E-03,+2.039770E-03,+39.550640E-03,+31.077933E-03
-113.535297E-03,+2.039770E-03,+6.077834E-03,+26.756445E-03
-113.532197E-03,+96.348E-06,-17.677862E-03,+54.833621E-03
-113.529097E-03,-2.711369E-03,-17.677862E-03,+17.039345E-03
-113.525997E-03,+96.347E-06,-7.960748E-03,+21.360807E-03
-113.522897E-03,-4.654791E-03,+15.794940E-03,-16.433452E-03
-113.519797E-03,-4.654791E-03,+25.512060E-03,+17.039353E-03
-113.516697E-03,-4.654791E-03,+39.550620E-03,+31.077913E-03
-113.513597E-03,-6.598216E-03,+15.794940E-03,+7.322233E-03
-113.510497E-03,-9.405926E-03,+6.077812E-03,+7.322233E-03
-113.507397E-03,-8.541644E-03,-7.960731E-03,+17.039365E-03
-113.504297E-03,-16.100486E-03,+15.794940E-03,+21.360767E-03
-113.501197E-03,-13.292780E-03,+25.512077E-03,-26.150569E-03
-113.498097E-03,-18.043913E-03,+29.833463E-03,-16.433429E-03
-113.494997E-03,-19.987342E-03,+1.756423E-03,+7.322233E-03
-113.491897E-03,-26.681903E-03,+29.833451E-03,+7.322233E-03
-113.488797E-03,-29.489605E-03,-17.677862E-03,+7.322233E-03
-113.485697E-03,-24.738474E-03,-7.960711E-03,+7.322233E-03
-113.482597E-03,-26.681905E-03,+25.512094E-03,+17.039387E-03
-113.479497E-03,-29.489603E-03,+39.550586E-03,+31.077879E-03
-113.476397E-03,-24.738474E-03,+15.794940E-03,+17.039393E-03
-113.473297E-03,-24.738474E-03,+15.794940E-03,+31.077873E-03
-113.470197E-03,-24.738474E-03,+15.794940E-03,+17.039399E-03
-113.467097E-03,-24.738474E-03,+6.077772E-03,+21.360699E-03
-113.463997E-03,-22.795039E-03,+1.756480E-03,-16.433398E-03
-113.460897E-03,-19.987348E-03,+39.550569E-03,+7.322233E-03
-113.457797E-03,-24.738474E-03,+15.794940E-03,+17.039410E-03
