x-axis,1,3,4
second,Volt,Volt,Volt
-5.0000000E-03,-28.1903706E-03,+1.3150685E-03,-2.1548131E-03
-4.9998450E-03,+22.0187996E-03,+1.3150685E-03,-2.1548065E-03
-4.9996900E-03,+5.2824318E-03,+1.3150685E-03,+1.1924807E-03
-4.9995350E-03,+5.2822310E-03,+1.3150484E-03,+4.5397076E-03
-4.9993800E-03,-28.1903706E-03,-2.0322120E-03,-2.1548131E-03
-4.9992250E-03,-28.1900359E-03,-2.0322120E-03,-2.1547797E-03
-4.9990700E-03,+5.2822310E-03,-2.0321316E-03,+1.1924673E-03
-4.9989150E-03,-11.4542037E-03,+4.6622083E-03,+1.1925141E-03
-4.9987600E-03,-28.1901029E-03,-5.3793853E-03,+4.5396942E-03
-4.9986050E-03,-11.4539694E-03,+1.3150685E-03,+1.1925275E-03
-4.9984500E-03,-11.4539694E-03,+1.3150685E-03,+4.5395469E-03
-4.9982950E-03,-11.4539694E-03,+1.3149948E-03,-5.5018727E-03
-4.9981400E-03,-11.4543711E-03,-2.0320513E-03,+4.5395871E-03
-4.9979850E-03,-28.1903706E-03,+4.6623489E-03,-2.1549002E-03
-4.9978300E-03,-28.1903706E-03,+4.6621614E-03,-5.5019999E-03
-4.9976750E-03,-28.1893665E-03,-2.0320111E-03,-2.1550140E-03
-4.9975200E-03,+5.2824318E-03,+4.6621347E-03,-8.8491598E-03
-4.9973650E-03,+5.2824318E-03,-2.0322120E-03,-2.1548131E-03
-4.9972100E-03,+5.2812268E-03,-2.0324530E-03,-2.1546926E-03
-4.9970550E-03,-28.1903706E-03,-8.7263913E-03,+1.1922129E-03
-4.9969000E-03,-28.1910401E-03,+1.3149346E-03,-5.5019597E-03
-4.9967450E-03,-44.9253660E-03,-2.0322120E-03,-2.1546726E-03
-4.9965900E-03,-11.4532330E-03,-2.0322120E-03,+1.1923200E-03
-4.9964350E-03,+5.2816620E-03,-2.0320580E-03,-2.1549671E-03
-4.9962800E-03,-11.4539694E-03,+1.3150685E-03,-5.5016116E-03
-4.9961250E-03,-11.4539694E-03,+1.3152358E-03,+4.5392456E-03
-4.9959700E-03,-11.4530991E-03,+4.6623489E-03,-5.5020936E-03
-4.9958150E-03,+5.2824318E-03,+4.6623489E-03,-5.5020936E-03
-4.9956600E-03,+5.2824318E-03,+4.6621614E-03,-5.5017187E-03
-4.9955050E-03,+5.2824318E-03,+1.3150685E-03,+1.1924673E-03
-4.9953500E-03,+5.2814277E-03,+1.3144659E-03,+1.1928690E-03
-4.9951950E-03,-11.4539694E-03,-8.7263578E-03,+7.8864056E-03
-4.9950400E-03,-11.4528983E-03,-2.0317835E-03,-2.1543847E-03
-4.9948850E-03,+5.2824318E-03,+4.6621280E-03,+4.5395268E-03
-4.9947300E-03,+5.2812938E-03,+1.3152961E-03,+1.1924673E-03
-4.9945750E-03,-11.4527979E-03,+4.6621146E-03,+1.1922330E-03
-4.9944200E-03,+5.2824318E-03,+1.3150685E-03,-2.1548131E-03
-4.9942650E-03,+5.2824318E-03,+1.3153162E-03,-2.1550608E-03
-4.9941100E-03,+5.2811599E-03,+4.6620945E-03,-5.5015848E-03
-4.9939550E-03,-11.4552748E-03,+1.3153295E-03,+1.1922062E-03
-4.9938000E-03,-28.1876928E-03,+4.6623489E-03,-2.1550809E-03
-4.9936450E-03,+5.2810595E-03,+4.6620744E-03,-5.5015446E-03
-4.9934900E-03,-11.4525635E-03,+1.3150685E-03,+1.1921861E-03
-4.9933350E-03,+5.2809925E-03,+1.3147806E-03,-2.1551010E-03
-4.9931800E-03,-11.4569150E-03,-2.0322120E-03,-5.5020936E-03
-4.9930250E-03,-44.9222531E-03,-2.0319107E-03,-5.5020936E-03
-4.9928700E-03,+5.2793523E-03,+1.3150685E-03,-5.5014777E-03
-4.9927150E-03,-28.1919439E-03,+1.3150685E-03,+1.1921526E-03
-4.9925600E-03,-44.9235585E-03,+1.3153898E-03,-2.1551345E-03
-4.9924050E-03,-11.4523292E-03,+4.6620209E-03,-5.5014375E-03
-4.9922500E-03,+5.2790846E-03,+1.3147337E-03,+1.1924673E-03
-4.9920950E-03,-28.1886635E-03,-2.0318706E-03,+1.1921259E-03
-4.9919400E-03,-11.4574506E-03,+1.3147203E-03,-2.1544650E-03
-4.9917850E-03,-44.9249978E-03,-2.0311475E-03,+1.1924673E-03
-4.9916300E-03,-28.1867556E-03,+8.0092678E-03,+1.1921058E-03
-4.9914750E-03,+5.2824318E-03,+4.6619807E-03,-2.1544449E-03
-4.9913200E-03,+5.2805574E-03,+1.3154433E-03,+1.1917175E-03
-4.9911650E-03,-11.4558774E-03,+4.6615857E-03,-5.5009488E-03
-4.9910100E-03,-28.1884292E-03,-2.0314354E-03,+4.5385829E-03
-4.9908550E-03,-11.4500196E-03,+4.6623489E-03,-5.5020936E-03
-4.9907000E-03,+22.0148163E-03,+4.6619472E-03,-5.5020936E-03
-4.9905450E-03,-11.4519276E-03,+1.3167019E-03,-5.5033187E-03
-4.9903900E-03,+5.2824318E-03,+14.7029450E-03,-15.5422746E-03
-4.9902350E-03,+5.2761055E-03,+4.6623489E-03,-2.1548131E-03
-4.9900800E-03,-44.9224874E-03,+4.6623489E-03,-2.1539562E-03
-4.9899250E-03,-11.4539694E-03,+4.6623489E-03,+4.5393126E-03
-4.9897700E-03,-11.4539694E-03,+4.6619070E-03,+1.1915836E-03
-4.9896150E-03,-11.4562121E-03,+1.3150685E-03,-5.5020936E-03
-4.9894600E-03,-28.1903706E-03,+1.3150685E-03,-5.5011831E-03
-4.9893050E-03,-28.1880610E-03,+1.3155304E-03,+1.1924673E-03
-4.9891500E-03,-11.4539694E-03,+4.6623489E-03,+1.1919987E-03
