x-axis,1,3,4
second,Volt,Volt,Volt
-25.000000E-03,-1.359862E-03,-9.772798E-03,+5.638072E-03
-24.996875E-03,-1.359862E-03,-10.400413E-03,+6.056482E-03
-24.993750E-03,-1.359862E-03,-10.818823E-03,+6.265687E-03
-24.990625E-03,-1.359862E-03,-11.446438E-03,+6.893302E-03
-24.987500E-03,-1.359862E-03,-12.701668E-03,+8.776148E-03
-24.984375E-03,-1.359862E-03,-13.747694E-03,+9.822173E-03
-24.981250E-03,+732.188E-06,-14.166104E-03,+10.449788E-03
-24.978125E-03,+2.824239E-03,-14.166104E-03,+11.077403E-03
-24.975000E-03,+2.824239E-03,-13.956899E-03,+11.286608E-03
-24.971875E-03,+2.824239E-03,-13.747694E-03,+11.286608E-03
-24.968750E-03,+4.916289E-03,-13.538488E-03,+11.286608E-03
-24.965625E-03,+4.916289E-03,-13.538488E-03,+11.705018E-03
-24.962500E-03,+4.916289E-03,-13.329283E-03,+11.705018E-03
-24.959375E-03,+4.916289E-03,-13.120078E-03,+11.077403E-03
-24.956250E-03,+7.008339E-03,-12.701668E-03,+11.286608E-03
-24.953125E-03,+7.008339E-03,-12.074053E-03,+10.658993E-03
-24.950000E-03,+7.008339E-03,-11.655643E-03,+9.822173E-03
-24.946875E-03,+7.008339E-03,-11.237233E-03,+9.403763E-03
-24.943750E-03,+9.100389E-03,-10.191208E-03,+8.566943E-03
-24.940625E-03,+11.192439E-03,-8.935978E-03,+7.730123E-03
-24.937500E-03,+11.192439E-03,-7.680748E-03,+6.684097E-03
-24.934375E-03,+11.192439E-03,-6.843928E-03,+6.056482E-03
-24.931250E-03,+13.284489E-03,-6.634723E-03,+5.638072E-03
-24.928125E-03,+13.284489E-03,-6.843928E-03,+5.428867E-03
-24.925000E-03,+13.284489E-03,-6.634723E-03,+4.801252E-03
-24.921875E-03,+13.284489E-03,-6.634723E-03,+4.801252E-03
-24.918750E-03,+17.468590E-03,-7.053133E-03,+5.219662E-03
-24.915625E-03,+15.376539E-03,-8.099158E-03,+6.474892E-03
-24.912500E-03,+17.468590E-03,-8.517568E-03,+7.311712E-03
-24.909375E-03,+17.468590E-03,-8.726773E-03,+7.520918E-03
-24.906250E-03,+17.468590E-03,-9.145183E-03,+7.730123E-03
-24.903125E-03,+17.468590E-03,-9.354388E-03,+7.730123E-03
-24.900000E-03,+19.560640E-03,-10.191208E-03,+7.939328E-03
-24.896875E-03,+19.560640E-03,-10.818823E-03,+8.148533E-03
-24.893750E-03,+17.468590E-03,-11.237233E-03,+8.357738E-03
-24.890625E-03,+19.560640E-03,-11.028028E-03,+8.148533E-03
-24.887500E-03,+19.560640E-03,-10.818823E-03,+7.939328E-03
-24.884375E-03,+19.560640E-03,-9.982003E-03,+6.893302E-03
-24.881250E-03,+19.560640E-03,-9.563593E-03,+6.265687E-03
-24.878125E-03,+19.560640E-03,-9.772798E-03,+6.684097E-03
-24.875000E-03,+21.652690E-03,-9.982003E-03,+6.893302E-03
-24.871875E-03,+19.560640E-03,-10.609618E-03,+7.311712E-03
-24.868750E-03,+19.560640E-03,-10.191208E-03,+6.893302E-03
-24.865625E-03,+17.468590E-03,-9.354388E-03,+6.056482E-03
-24.862500E-03,+19.560640E-03,-8.935978E-03,+5.847277E-03
-24.859375E-03,+19.560640E-03,-8.517568E-03,+5.428867E-03
-24.856250E-03,+17.468590E-03,-7.471543E-03,+4.592047E-03
-24.853125E-03,+15.376539E-03,-6.843928E-03,+3.964432E-03
-24.850000E-03,+17.468590E-03,-6.843928E-03,+3.964432E-03
-24.846875E-03,+15.376539E-03,-6.216313E-03,+3.755227E-03
-24.843750E-03,+15.376539E-03,-5.588697E-03,+3.546022E-03
-24.840625E-03,+15.376539E-03,-4.961082E-03,+2.709202E-03
-24.837500E-03,+13.284489E-03,-4.751877E-03,+2.709202E-03
-24.834375E-03,+13.284489E-03,-5.170287E-03,+2.709202E-03
-24.831250E-03,+11.192439E-03,-5.379492E-03,+3.127612E-03
-24.828125E-03,+11.192439E-03,-5.797902E-03,+3.964432E-03
-24.825000E-03,+9.100389E-03,-6.216313E-03,+4.592047E-03
-24.821875E-03,+7.008339E-03,-7.053133E-03,+5.428867E-03
-24.818750E-03,+9.100389E-03,-8.099158E-03,+6.265687E-03
-24.815625E-03,+7.008339E-03,-9.145183E-03,+6.684097E-03
-24.812500E-03,+7.008339E-03,-9.982003E-03,+7.520918E-03
-24.809375E-03,+4.916289E-03,-10.400413E-03,+8.148533E-03
-24.806250E-03,+4.916289E-03,-10.400413E-03,+8.985353E-03
-24.803125E-03,+4.916289E-03,-10.609618E-03,+9.403763E-03
-24.800000E-03,+4.916289E-03,-10.400413E-03,+9.194558E-03
-24.796875E-03,+4.916289E-03,-10.400413E-03,+8.985353E-03
-24.793750E-03,+2.824239E-03,-9.982003E-03,+8.776148E-03
-24.790625E-03,+4.916289E-03,-9.982003E-03,+8.776148E-03
-24.787500E-03,+2.824239E-03,-9.563593E-03,+8.566943E-03
-24.784375E-03,+2.824239E-03,-9.354388E-03,+8.148533E-03
-24.781250E-03,+4.916289E-03,-9.563593E-03,+8.776148E-03
-24.778125E-03,+2.824239E-03,-9.145183E-03,+8.566943E-03
-24.775000E-03,+2.824239E-03,-8.517568E-03,+7.939328E-03
-24.771875E-03,+732.188E-06,-8.308363E-03,+7.311712E-03
-24.768750E-03,+2.824239E-03,-8.308363E-03,+7.102507E-03
-24.765625E-03,+2.824239E-03,-8.517568E-03,+7.311712E-03
-24.762500E-03,+2.824239E-03,-8.308363E-03,+7.311712E-03
-24.759375E-03,+2.824239E-03,-8.726773E-03,+7.311712E-03
-24.756250E-03,+2.824239E-03,-8.935978E-03,+7.730123E-03
