x-axis,1,2
second,Volt,Volt
-114.238800E-03,+763.593E-06,+76.263932E-03
-114.235700E-03,+763.593E-06,+20.112677E-03
-114.232600E-03,+7.026381E-03,+15.794940E-03
-114.229500E-03,+13.720942E-03,+15.794940E-03
-114.226400E-03,+7.889926E-03,+15.794940E-03
-114.223300E-03,+19.983733E-03,+15.794940E-03
-114.220200E-03,+8.321696E-03,+47.108889E-03
-114.217100E-03,+19.983735E-03,+49.267743E-03
-114.214000E-03,+14.584485E-03,+17.953789E-03
-114.210900E-03,+14.152715E-03,-15.519016E-03
-114.207800E-03,+20.415507E-03,+76.264017E-03
-114.204700E-03,+20.847276E-03,+20.112620E-03
-114.201600E-03,+20.847276E-03,+15.794940E-03
-114.198500E-03,+20.847276E-03,-15.519028E-03
-114.195400E-03,+27.110070E-03,+44.950080E-03
-114.192300E-03,+21.279042E-03,+17.953769E-03
-114.189200E-03,+27.110072E-03,+15.794940E-03
-114.186100E-03,+27.541837E-03,+47.108920E-03
-114.183000E-03,+21.279040E-03,+49.267743E-03
-114.179900E-03,+8.321681E-03,+17.953758E-03
-114.176800E-03,+19.983750E-03,+15.794940E-03
-114.173700E-03,+20.847276E-03,+15.794940E-03
-114.170600E-03,+20.847276E-03,-15.519053E-03
-114.167500E-03,+20.847276E-03,+44.950131E-03
-114.164400E-03,+14.584476E-03,+17.953743E-03
-114.161300E-03,+26.678317E-03,-15.519062E-03
-114.158200E-03,+27.541837E-03,-17.677862E-03
-114.155100E-03,+21.279035E-03,-17.677862E-03
-114.152000E-03,+20.847276E-03,-17.677862E-03
-114.148899E-03,+20.847276E-03,+44.950165E-03
-114.145799E-03,+14.584472E-03,+17.953726E-03
-114.142699E-03,+20.415519E-03,-15.519079E-03
-114.139599E-03,+14.584471E-03,+76.264204E-03
-114.136499E-03,+14.152715E-03,+82.740545E-03
-114.133399E-03,+14.152715E-03,+51.426518E-03
-114.130299E-03,+14.152715E-03,+17.953712E-03
-114.127199E-03,+20.415522E-03,+15.794940E-03
-114.124099E-03,+14.584468E-03,+47.108976E-03
-114.120999E-03,+14.152715E-03,+49.267743E-03
-114.117899E-03,+7.889906E-03,+49.267743E-03
-114.114799E-03,+7.458154E-03,+17.953698E-03
-114.111699E-03,+13.720964E-03,+47.108988E-03
-114.108599E-03,+14.152715E-03,+17.953692E-03
-114.105499E-03,+14.152715E-03,+15.794940E-03
-114.102399E-03,+7.889903E-03,-15.519116E-03
-114.099299E-03,+13.720966E-03,+13.636197E-03
-114.096199E-03,+14.152715E-03,+15.794940E-03
-114.093099E-03,+7.889902E-03,+15.794940E-03
-114.089999E-03,+13.720968E-03,-15.519127E-03
-114.086899E-03,+20.415529E-03,-17.677862E-03
-114.083799E-03,+14.584461E-03,-17.677862E-03
-114.080699E-03,+20.415530E-03,+13.636214E-03
-114.077599E-03,+14.584460E-03,+47.109019E-03
-114.074499E-03,+14.152715E-03,+17.953661E-03
-114.071399E-03,+14.152715E-03,-15.519144E-03
-114.068299E-03,+20.415533E-03,-17.677862E-03
-114.065199E-03,+14.584458E-03,+13.636228E-03
-114.062099E-03,+7.889896E-03,+15.794940E-03
-114.058999E-03,+19.983793E-03,-15.519155E-03
-114.055899E-03,+20.847276E-03,+44.950335E-03
-114.052799E-03,+20.847276E-03,+49.267743E-03
-114.049699E-03,+20.847276E-03,+17.953639E-03
-114.046599E-03,+20.847276E-03,+47.109047E-03
-114.043499E-03,+20.847276E-03,+17.953633E-03
-114.040399E-03,+20.847276E-03,+78.423166E-03
-114.037299E-03,+8.321629E-03,+20.112314E-03
-114.034199E-03,+19.983802E-03,+47.109059E-03
-114.031099E-03,+8.321627E-03,+17.953622E-03
-114.027999E-03,+19.983804E-03,+15.794940E-03
-114.024899E-03,+20.847276E-03,+15.794940E-03
-114.021799E-03,+20.847276E-03,-15.519189E-03
-114.018699E-03,+20.847276E-03,+13.636270E-03
-114.015599E-03,+8.321621E-03,+15.794940E-03
-114.012499E-03,+13.720982E-03,+15.794940E-03
-114.009399E-03,+7.889886E-03,+47.109081E-03
-114.006299E-03,+7.458154E-03,+49.267743E-03
-114.003199E-03,+7.458154E-03,+49.267743E-03
-114.000099E-03,+7.458154E-03,+49.267743E-03
-113.996999E-03,+7.458154E-03,+17.953590E-03
-113.993899E-03,+7.458154E-03,-15.519215E-03
-113.990799E-03,-5.067510E-03,+13.636296E-03
-113.987699E-03,+331.865E-06,+15.794940E-03
-113.984599E-03,+763.593E-06,+15.794940E-03
-113.981499E-03,+763.593E-06,+47.109107E-03
-113.978399E-03,+7.026427E-03,+17.953573E-03
-113.975299E-03,-5.067515E-03,-15.519232E-03
-113.972199E-03,-5.930968E-03,+44.950488E-03
-113.969099E-03,-5.930968E-03,+49.267743E-03
-113.965999E-03,-5.930968E-03,-13.360619E-03
-113.962899E-03,-5.930968E-03,-17.677862E-03
-113.959799E-03,-5.930968E-03,+13.636324E-03
-113.956699E-03,-12.193806E-03,+15.794940E-03
-113.953599E-03,-12.625528E-03,+15.794940E-03
-113.950499E-03,-12.625528E-03,+47.109135E-03
-113.947399E-03,-12.625528E-03,-75.989048E-03
-113.944299E-03,-12.625528E-03,+9.319134E-03
-113.941199E-03,-18.888370E-03,+15.794940E-03
-113.938099E-03,-25.582931E-03,-15.519266E-03
-113.934999E-03,-13.488966E-03,+13.636347E-03
-113.931899E-03,-25.151214E-03,+78.423364E-03
-113.928799E-03,-13.488964E-03,-11.202099E-03
-113.925699E-03,-25.151216E-03,+13.636355E-03
-113.922599E-03,-19.751806E-03,+78.423381E-03
-113.919499E-03,-19.320089E-03,+20.112099E-03
-113.916399E-03,-19.320089E-03,+15.794940E-03
-113.913299E-03,-19.320089E-03,-46.833518E-03
-113.910199E-03,-13.057243E-03,-19.836433E-03
-113.907099E-03,-18.888376E-03,+44.950607E-03
-113.903999E-03,-19.320089E-03,-13.360732E-03
-113.900899E-03,-19.320089E-03,+13.636378E-03
-113.897799E-03,-19.320089E-03,+15.794940E-03
-113.894699E-03,-19.320089E-03,+47.109186E-03
-113.891599E-03,-13.057239E-03,+80.581992E-03
-113.888499E-03,-12.625528E-03,+20.112042E-03
-113.885399E-03,-18.888380E-03,+15.794940E-03
-113.882299E-03,-13.057238E-03,-15.519317E-03
-113.879199E-03,-12.625528E-03,+13.636398E-03
-113.876099E-03,-12.625528E-03,+47.109203E-03
-113.872999E-03,-6.362675E-03,-13.360789E-03
-113.869899E-03,-12.193822E-03,+44.950675E-03
-113.866799E-03,-12.625528E-03,+49.267743E-03
-113.863699E-03,-6.362673E-03,+17.953469E-03
-113.860599E-03,-5.930968E-03,+78.423494E-03
-113.857499E-03,-5.930968E-03,+20.111985E-03
-113.854399E-03,-5.930968E-03,-46.833625E-03
-113.851299E-03,-12.193825E-03,+42.792192E-03
-113.848199E-03,-99.812E-06,+49.267743E-03
-113.845099E-03,+763.593E-06,+17.953452E-03
-113.841999E-03,+763.593E-06,-15.519354E-03
-113.838899E-03,+7.026453E-03,+13.636435E-03
-113.835799E-03,-5.067566E-03,+15.794940E-03
-113.832699E-03,-5.930968E-03,+15.794940E-03
-113.829599E-03,+331.894E-06,+47.109246E-03
-113.826499E-03,+763.593E-06,+49.267743E-03
-113.823399E-03,+7.026456E-03,+17.953432E-03
-113.820299E-03,+7.458154E-03,+15.794940E-03
-113.817199E-03,+7.458154E-03,-15.519376E-03
-113.814099E-03,+7.458154E-03,+44.950777E-03
-113.810999E-03,+1.195289E-03,-44.675225E-03
-113.807899E-03,+763.593E-06,+11.477986E-03
-113.804799E-03,+763.593E-06,+15.794940E-03
-113.801699E-03,+7.026460E-03,-15.519391E-03
-113.798599E-03,+7.458154E-03,+44.950805E-03
-113.795499E-03,+7.458154E-03,+49.267743E-03
-113.792399E-03,+1.195286E-03,+17.953403E-03
-113.789299E-03,+7.026462E-03,+15.794940E-03
-113.786199E-03,+7.458154E-03,-15.519405E-03
-113.783099E-03,+1.195284E-03,+44.950834E-03
-113.779999E-03,+7.026464E-03,-13.360959E-03
-113.776899E-03,+7.458154E-03,+44.950845E-03
-113.773799E-03,+13.721026E-03,+49.267743E-03
-113.770699E-03,+1.626971E-03,+17.953383E-03
-113.767599E-03,+763.593E-06,-15.519422E-03
-113.764499E-03,+7.026467E-03,+13.636503E-03
-113.761399E-03,+1.195280E-03,+15.794940E-03
-113.758299E-03,+763.593E-06,+47.109311E-03
-113.755199E-03,-5.499282E-03,+17.953369E-03
-113.752099E-03,-5.930968E-03,-46.833812E-03
-113.748999E-03,-5.930968E-03,+74.106852E-03
-113.745899E-03,-5.930968E-03,-11.202601E-03
-113.742799E-03,-12.193845E-03,+13.636523E-03
-113.739699E-03,-6.362651E-03,+47.109328E-03
-113.736599E-03,-5.930968E-03,-13.361038E-03
-113.733499E-03,-5.930968E-03,+44.950924E-03
-113.730399E-03,-5.930968E-03,+17.953347E-03
-113.727299E-03,-5.930968E-03,+47.109339E-03
-113.724199E-03,-5.930968E-03,+17.953341E-03
-113.721099E-03,-5.930968E-03,+15.794940E-03
-113.717999E-03,-18.456731E-03,+47.109348E-03
-113.714899E-03,-25.582972E-03,+17.953332E-03
-113.711799E-03,-13.488884E-03,+47.109353E-03
-113.708699E-03,-12.625528E-03,+49.267743E-03
-113.705599E-03,-12.625528E-03,+49.267743E-03
-113.702499E-03,-25.151298E-03,+17.953321E-03
-113.699399E-03,-19.751765E-03,-15.519484E-03
-113.696299E-03,-19.320089E-03,+44.950992E-03
-113.693199E-03,-13.057203E-03,+17.953313E-03
-113.690099E-03,-18.888415E-03,+15.794940E-03
-113.686999E-03,-13.057202E-03,+15.794940E-03
-113.683899E-03,-25.151305E-03,-15.519498E-03
-113.680799E-03,-26.014650E-03,-17.677862E-03
-113.677699E-03,-19.751761E-03,-17.677862E-03
-113.674599E-03,-19.320089E-03,+13.636585E-03
-113.671499E-03,-19.320089E-03,+15.794940E-03
-113.668399E-03,-19.320089E-03,+47.109393E-03
-113.665299E-03,-25.582981E-03,+17.953287E-03
-113.662199E-03,-19.751758E-03,+15.794940E-03
-113.659099E-03,-25.582982E-03,+15.794940E-03
-113.655999E-03,-19.751757E-03,+15.794940E-03
-113.652899E-03,-25.582983E-03,+47.109407E-03
-113.649798E-03,-19.751756E-03,-13.361197E-03
-113.646698E-03,-25.582984E-03,-48.992335E-03
-113.643598E-03,-19.751755E-03,+42.792762E-03
-113.640498E-03,-25.582985E-03,+80.582221E-03
-113.637398E-03,-13.488857E-03,-11.202898E-03
-113.634298E-03,-18.888426E-03,-17.677862E-03
-113.631198E-03,-25.582987E-03,+44.951111E-03
-113.628098E-03,-13.488854E-03,+17.953253E-03
-113.624998E-03,-25.151326E-03,+15.794940E-03
-113.621898E-03,-19.751751E-03,-15.519555E-03
-113.618798E-03,-19.320089E-03,+44.951134E-03
-113.615698E-03,-13.057189E-03,+17.953242E-03
-113.612598E-03,-18.888430E-03,+78.423948E-03
-113.609498E-03,-19.320089E-03,+82.740545E-03
-113.606398E-03,-13.057187E-03,+51.426036E-03
-113.603298E-03,-12.625528E-03,+17.953230E-03
-113.600198E-03,-6.362625E-03,+47.109455E-03
-113.597098E-03,-5.930968E-03,+49.267743E-03
-113.593998E-03,-12.193872E-03,+17.953222E-03
-113.590898E-03,-6.362623E-03,+47.109464E-03
-113.587798E-03,-12.193873E-03,+17.953216E-03
-113.584698E-03,-6.362622E-03,+47.109470E-03
-113.581598E-03,+331.939E-06,-13.361322E-03
-113.578498E-03,+7.026501E-03,+44.951208E-03
-113.575398E-03,-5.067662E-03,+17.953205E-03
-113.572298E-03,+331.941E-06,+15.794940E-03
-113.569198E-03,+763.593E-06,+47.109484E-03
-113.566098E-03,-5.499316E-03,+17.953196E-03
-113.562998E-03,+331.943E-06,+15.794940E-03
-113.559898E-03,+763.593E-06,+15.794940E-03
-113.556798E-03,+763.593E-06,+15.794940E-03
-113.553698E-03,+763.593E-06,+15.794940E-03
-113.550598E-03,-5.499319E-03,+15.794940E-03
-113.547498E-03,+331.945E-06,+15.794940E-03
-113.544398E-03,+763.593E-06,+47.109507E-03
-113.541298E-03,-5.499321E-03,+17.953174E-03
-113.538198E-03,-12.193882E-03,-15.519632E-03
-113.535098E-03,-99.698E-06,+13.636713E-03
-113.531998E-03,-11.762238E-03,+15.794940E-03
-113.528898E-03,-12.625528E-03,+47.109521E-03
-113.525798E-03,-6.362612E-03,+49.267743E-03
-113.522698E-03,-18.456803E-03,+17.953157E-03
-113.519598E-03,-13.057171E-03,-15.519649E-03
-113.516498E-03,-99.691E-06,+13.636730E-03
-113.513398E-03,-5.499326E-03,+15.794940E-03
-113.510298E-03,-24.719727E-03,-15.519657E-03
-113.507198E-03,-26.014650E-03,+13.636738E-03
-113.504098E-03,-19.751729E-03,+47.109543E-03
-113.500998E-03,-25.583011E-03,+17.953137E-03
-113.497898E-03,-26.014650E-03,+15.794940E-03
-113.494798E-03,-13.488805E-03,-15.519671E-03
-113.491698E-03,-25.151375E-03,+44.951367E-03
-113.488598E-03,-32.277574E-03,-44.676109E-03
-113.485498E-03,-26.446287E-03,+42.793196E-03
-113.482398E-03,-32.277575E-03,+49.267743E-03
-113.479298E-03,-38.972137E-03,+17.953117E-03
-113.476198E-03,-26.877920E-03,+15.794940E-03
-113.473098E-03,-26.014650E-03,+15.794940E-03
-113.469998E-03,-26.014650E-03,+15.794940E-03
-113.466898E-03,-26.014650E-03,+47.109577E-03
-113.463798E-03,-38.540507E-03,-13.361537E-03
-113.460698E-03,-33.140843E-03,+44.951423E-03
-113.457598E-03,-38.972141E-03,-13.361548E-03
-113.454498E-03,-33.140842E-03,+44.951435E-03
-113.451398E-03,-32.709211E-03,+17.953092E-03
-113.448298E-03,-26.446280E-03,+15.794940E-03
-113.445198E-03,-26.014650E-03,+15.794940E-03
-113.442098E-03,-26.014650E-03,+47.109600E-03
-113.438998E-03,-26.014650E-03,-13.361582E-03
-113.435898E-03,-19.751717E-03,-17.677862E-03
-113.432798E-03,-25.583023E-03,+44.951474E-03
-113.429698E-03,-13.488781E-03,+49.267743E-03
-113.426598E-03,-25.151399E-03,+17.953069E-03
-113.423498E-03,-26.014650E-03,+47.109617E-03
-113.420398E-03,-19.751714E-03,-13.361616E-03
-113.417298E-03,-13.057153E-03,+13.636820E-03
-113.414198E-03,-12.625528E-03,+15.794940E-03
-113.411098E-03,-12.625528E-03,+15.794940E-03
-113.407998E-03,-12.625528E-03,+47.109631E-03
-113.404898E-03,-18.888468E-03,+17.953049E-03
-113.401798E-03,-13.057150E-03,+47.109637E-03
-113.398698E-03,-6.362588E-03,-75.991055E-03
-113.395598E-03,-5.930968E-03,-53.308765E-03
-113.392498E-03,-12.193909E-03,-19.835960E-03
-113.389398E-03,-12.625528E-03,+13.636846E-03
-113.386298E-03,-99.643E-06,+15.794940E-03
-113.383198E-03,+763.593E-06,+47.109654E-03
-113.380098E-03,+7.026537E-03,-13.361690E-03
-113.376998E-03,+7.458154E-03,+13.636857E-03
-113.373898E-03,+1.195209E-03,+47.109662E-03
-113.370798E-03,+763.593E-06,+17.953018E-03
-113.367698E-03,+7.026539E-03,+47.109668E-03
-113.364598E-03,+7.458154E-03,+17.953012E-03
-113.361498E-03,+7.458154E-03,+15.794940E-03
-113.358398E-03,+7.458154E-03,+15.794940E-03
-113.355298E-03,+13.721102E-03,-15.519799E-03
-113.352198E-03,+14.152715E-03,+13.636880E-03
-113.349098E-03,+7.889766E-03,-15.519805E-03
-113.345998E-03,+13.721104E-03,+13.636885E-03
-113.342898E-03,+20.415665E-03,+15.794940E-03
-113.339798E-03,+14.584325E-03,+47.109694E-03
-113.336698E-03,+20.415667E-03,+49.267743E-03
-113.333598E-03,+20.847276E-03,+49.267743E-03
-113.330498E-03,+20.847276E-03,+49.267743E-03
-113.327398E-03,+27.110229E-03,-44.676551E-03
-113.324298E-03,+21.278883E-03,+11.478870E-03
-113.321198E-03,+20.847276E-03,+15.794940E-03
-113.318098E-03,+20.847276E-03,-15.519833E-03
-113.314998E-03,+20.847276E-03,+13.636914E-03
-113.311898E-03,+20.847276E-03,+15.794940E-03
-113.308798E-03,+20.847276E-03,+15.794940E-03
-113.305698E-03,+20.847276E-03,+47.109725E-03
-113.302598E-03,+14.584318E-03,-13.361832E-03
-113.299498E-03,+20.415673E-03,+13.636928E-03
-113.296398E-03,+14.584317E-03,+47.109733E-03
-113.293298E-03,+26.678634E-03,+49.267743E-03
-113.290198E-03,+21.278877E-03,-13.361855E-03
-113.287098E-03,+20.847276E-03,+13.636939E-03
-113.283998E-03,+20.847276E-03,+15.794940E-03
-113.280898E-03,+20.847276E-03,+15.794940E-03
-113.277798E-03,+33.373201E-03,+47.109750E-03
-113.274698E-03,+21.710472E-03,-13.361883E-03
-113.271598E-03,+20.847276E-03,+44.951769E-03
-113.268498E-03,+20.847276E-03,+17.952924E-03
-113.265398E-03,+27.110240E-03,+47.109762E-03
-113.262298E-03,+15.015906E-03,+17.952919E-03
-113.259198E-03,+20.415681E-03,+15.794940E-03
-113.256098E-03,+20.847276E-03,+15.794940E-03
-113.252998E-03,+8.321342E-03,+15.794940E-03
-113.249898E-03,+13.721122E-03,-15.519895E-03
-113.246798E-03,+20.415683E-03,+44.951814E-03
-113.243698E-03,+8.321339E-03,+17.952902E-03
-113.240598E-03,+19.984092E-03,-15.519904E-03
-113.237498E-03,+27.110246E-03,+76.266678E-03
-113.234398E-03,+15.015896E-03,+20.110846E-03
-113.231298E-03,+20.415686E-03,+47.109793E-03
-113.228198E-03,+20.847276E-03,-13.361968E-03
-113.225098E-03,+14.584304E-03,+13.636996E-03
-113.221998E-03,+20.415688E-03,+47.109801E-03
-113.218898E-03,+2.058356E-03,+17.952879E-03
-113.215798E-03,+7.026567E-03,+15.794940E-03
-113.212698E-03,+7.458154E-03,+15.794940E-03
-113.209598E-03,+13.721129E-03,+15.794940E-03
-113.206498E-03,+7.889740E-03,+47.109815E-03
-113.203398E-03,+7.458154E-03,+17.952865E-03
-113.200298E-03,+7.458154E-03,+47.109821E-03
-113.197198E-03,+7.458154E-03,+17.952859E-03
-113.194098E-03,-5.067801E-03,+15.794940E-03
-113.190998E-03,-5.930968E-03,+15.794940E-03
-113.187898E-03,+6.594990E-03,+47.109832E-03
-113.184798E-03,+1.195175E-03,+17.952848E-03
-113.181698E-03,-5.499387E-03,-15.519958E-03
-113.178598E-03,-5.930968E-03,+13.637039E-03
-113.175498E-03,-12.193949E-03,-15.519963E-03
-113.172398E-03,-6.362547E-03,+13.637044E-03
-113.169298E-03,-12.193950E-03,-15.519969E-03
-113.166198E-03,-18.888511E-03,+13.637050E-03
-113.163098E-03,-25.583073E-03,+15.794940E-03
-113.159998E-03,-19.751666E-03,+78.424776E-03
-113.156898E-03,-25.583074E-03,+20.110704E-03
-113.153798E-03,-32.277635E-03,+15.794940E-03
-113.150698E-03,-26.446226E-03,+15.794940E-03
-113.147597E-03,-26.014650E-03,+15.794940E-03
-113.144497E-03,-38.540624E-03,+15.794940E-03
-113.141397E-03,-39.403772E-03,+15.794940E-03
-113.138297E-03,-39.403772E-03,+15.794940E-03
-113.135197E-03,-51.929749E-03,+15.794940E-03
-113.132097E-03,-46.529905E-03,-15.520003E-03
-113.128997E-03,-52.361322E-03,+13.637084E-03
-113.125897E-03,-52.792894E-03,-15.520009E-03
-113.122797E-03,-52.792894E-03,+13.637090E-03
-113.119697E-03,-59.055885E-03,+15.794940E-03
-113.116597E-03,-53.224463E-03,-15.520017E-03
-113.113497E-03,-52.792894E-03,+44.952058E-03
-113.110397E-03,-59.055887E-03,-13.362183E-03
-113.107297E-03,-59.487455E-03,-17.677862E-03
-113.104197E-03,-72.013443E-03,-17.677862E-03
-113.101097E-03,-66.613582E-03,+44.952081E-03
-113.097997E-03,-66.182015E-03,-13.362206E-03
-113.094897E-03,-78.708007E-03,+44.952092E-03
-113.091797E-03,-73.308141E-03,+49.267743E-03
-113.088697E-03,-72.876576E-03,+17.952760E-03
-113.085597E-03,-79.139574E-03,-15.520045E-03
-113.082497E-03,-73.308139E-03,+44.952115E-03
-113.079397E-03,-72.876576E-03,+80.582734E-03
-113.076297E-03,-85.402575E-03,-11.204437E-03
-113.073197E-03,-86.265698E-03,-17.677862E-03
-113.070097E-03,-92.528698E-03,+13.637138E-03
-113.066997E-03,-86.697258E-03,+15.794940E-03
-113.063897E-03,-86.265698E-03,+47.109946E-03
-113.060797E-03,-98.791702E-03,+17.952734E-03
-113.057697E-03,-99.654820E-03,+47.109952E-03
-113.054597E-03,-87.128813E-03,+17.952729E-03
-113.051497E-03,-98.791706E-03,+47.109957E-03
-113.048397E-03,-105.917824E-03,+49.267743E-03
-113.045297E-03,-93.823371E-03,+49.267743E-03
-113.042197E-03,-99.223264E-03,+17.952717E-03
-113.039097E-03,-99.654820E-03,+47.109969E-03
-113.035997E-03,-105.917826E-03,+80.582774E-03
-113.032897E-03,-93.823366E-03,+20.110477E-03
-113.029797E-03,-99.223267E-03,-15.520096E-03
-113.026697E-03,-99.654820E-03,+13.637177E-03
-113.023597E-03,-93.391811E-03,+47.109983E-03
-113.020497E-03,-99.223268E-03,+17.952698E-03
-113.017397E-03,-99.654820E-03,+47.109988E-03
-113.014297E-03,-87.128799E-03,+49.267743E-03
-113.011197E-03,-92.528709E-03,-13.362365E-03
-113.008097E-03,-80.434236E-03,+44.952251E-03
-113.004997E-03,-73.308125E-03,+49.267743E-03
-113.001897E-03,-72.876576E-03,+17.952681E-03
-112.998797E-03,-66.613563E-03,+15.794940E-03
-112.995697E-03,-59.919002E-03,+15.794940E-03
-112.992597E-03,-46.961426E-03,+15.794940E-03
-112.989497E-03,-39.835318E-03,-15.520133E-03
-112.986397E-03,-33.140756E-03,+44.952291E-03
-112.983297E-03,-32.709211E-03,+17.952664E-03
-112.980197E-03,-32.709211E-03,+15.794940E-03
-112.977097E-03,-26.446194E-03,+15.794940E-03
-112.973997E-03,-19.751632E-03,-15.520147E-03
-112.970897E-03,-13.057071E-03,+13.637228E-03
-112.967797E-03,-6.362509E-03,+15.794940E-03
-112.964697E-03,-5.930968E-03,-15.520156E-03
-112.961597E-03,-5.930968E-03,+13.637237E-03
-112.958497E-03,-5.930968E-03,-46.835264E-03
-112.955397E-03,+6.595075E-03,+11.479545E-03
-112.952297E-03,+19.984198E-03,+15.794940E-03
-112.949197E-03,+20.847276E-03,-15.520170E-03
-112.946097E-03,+20.847276E-03,+44.952364E-03
-112.942997E-03,+20.847276E-03,+17.952627E-03
-112.939897E-03,+20.847276E-03,+15.794940E-03
-112.936797E-03,+20.847276E-03,+15.794940E-03
-112.933697E-03,+20.847276E-03,+47.110065E-03
-112.930597E-03,+27.110302E-03,+17.952615E-03
-112.927497E-03,+27.541837E-03,+15.794940E-03
-112.924397E-03,+21.278810E-03,+15.794940E-03
-112.921297E-03,+39.636358E-03,+47.110076E-03
-112.918197E-03,+28.404902E-03,+17.952604E-03
-112.915097E-03,+33.804865E-03,+78.425224E-03
-112.911997E-03,+27.973368E-03,+51.425401E-03
-112.908897E-03,+33.804867E-03,+17.952595E-03
-112.905797E-03,+27.973367E-03,-15.520210E-03
-112.902697E-03,+27.541837E-03,+13.637291E-03
-112.899597E-03,+15.015774E-03,-15.520216E-03
-112.896497E-03,+14.152715E-03,+13.637296E-03
-112.893397E-03,+20.415748E-03,-15.520221E-03
-112.890297E-03,+27.110309E-03,+13.637302E-03
-112.887197E-03,+15.015769E-03,+15.794940E-03
-112.884097E-03,+14.152715E-03,+15.794940E-03
-112.880997E-03,+14.152715E-03,+15.794940E-03
-112.877897E-03,+20.415750E-03,+47.110116E-03
-112.874797E-03,+14.584240E-03,-13.362614E-03
-112.871697E-03,+14.152715E-03,+44.952500E-03
-112.868597E-03,+14.152715E-03,+17.952559E-03
-112.865497E-03,+14.152715E-03,+47.110127E-03
-112.862397E-03,+14.152715E-03,+49.267743E-03
-112.859297E-03,+14.152715E-03,+17.952550E-03
-112.856197E-03,+14.152715E-03,+47.110136E-03
-112.853097E-03,+1.626635E-03,+17.952544E-03
-112.849997E-03,+7.026634E-03,-15.520261E-03
-112.846897E-03,+1.195113E-03,+13.637342E-03
-112.843797E-03,+7.026635E-03,+15.794940E-03
-112.840697E-03,+1.195112E-03,+15.794940E-03
-112.837597E-03,+7.026636E-03,+47.110153E-03
-112.834497E-03,+13.721198E-03,-13.362688E-03
-112.831397E-03,+7.889671E-03,+44.952574E-03
-112.828297E-03,+13.721199E-03,-13.362699E-03
-112.825197E-03,+7.889670E-03,-17.677862E-03
-112.822097E-03,+7.458154E-03,-17.677862E-03
-112.818997E-03,+13.721200E-03,-17.677862E-03
-112.815897E-03,+7.889668E-03,+44.952602E-03
-112.812797E-03,+7.458154E-03,+49.267743E-03
-112.809697E-03,+19.984250E-03,+49.267743E-03
-112.806597E-03,+14.584227E-03,+17.952502E-03
-112.803497E-03,+14.152715E-03,+15.794940E-03
-112.800397E-03,+14.152715E-03,+15.794940E-03
-112.797297E-03,+20.415765E-03,+15.794940E-03
-112.794197E-03,+20.847276E-03,+15.794940E-03
-112.791097E-03,+20.847276E-03,+15.794940E-03
-112.787997E-03,+20.847276E-03,+47.110198E-03
-112.784897E-03,+20.847276E-03,+17.952482E-03
